subject,roi,stimulus_set,n_voxels,vision_split_rho,imagery_split_rho,vision_imagery_rho
1,nsdgeneral,A,1200,0.39642857142857135,0.2642857142857143,0.15357142857142855
1,nsdgeneral,B,1200,-0.18214285714285713,0.21428571428571427,0.7321428571428571
1,nsdgeneral,C,1200,-0.28571428571428564,-0.1964285714285714,-0.4392857142857142
1,early_visual,A,1200,0.6928571428571427,-0.1607142857142857,-0.28571428571428564
1,early_visual,B,1200,-0.25357142857142856,0.16785714285714282,0.10714285714285714
1,early_visual,C,1200,0.3107142857142856,-0.10714285714285714,-0.38928571428571423
1,higher_visual,A,1200,0.4357142857142856,-0.06785714285714285,0.33928571428571425
1,higher_visual,B,1200,-0.16428571428571426,0.33571428571428563,0.5607142857142856
1,higher_visual,C,1200,0.4964285714285714,0.021428571428571425,-0.24285714285714283
