method,subject,task,stimulus_set,target_number,sample,region,brain_correlation,n_voxels
GroundTruth_GNet,subj07,imagery,A,1,1,early_visual,-0.015000713802668778,3251
GroundTruth_GNet,subj07,imagery,A,2,1,early_visual,0.40280533553961795,3251
GroundTruth_GNet,subj07,imagery,A,3,1,early_visual,-0.14871392911161838,3251
GroundTruth_GNet,subj07,imagery,A,4,1,early_visual,0.17513556733774607,3251
GroundTruth_GNet,subj07,imagery,A,5,1,early_visual,-0.004607673047713294,3251
GroundTruth_GNet,subj07,imagery,A,6,1,early_visual,-0.15214500867638545,3251
GroundTruth_GNet,subj07,imagery,B,1,1,early_visual,0.16891109221874487,3251
GroundTruth_GNet,subj07,imagery,B,2,1,early_visual,0.07503931527872702,3251
GroundTruth_GNet,subj07,imagery,B,3,1,early_visual,0.0726583818425155,3251
GroundTruth_GNet,subj07,imagery,B,4,1,early_visual,-0.10490424317044021,3251
GroundTruth_GNet,subj07,imagery,B,5,1,early_visual,0.04136198898379903,3251
GroundTruth_GNet,subj07,imagery,B,6,1,early_visual,0.004056810312466792,3251
GroundTruth_GNet,subj07,imagery,A,1,1,higher_visual,0.1078188933090574,9431
GroundTruth_GNet,subj07,imagery,A,2,1,higher_visual,0.17439469515436132,9431
GroundTruth_GNet,subj07,imagery,A,3,1,higher_visual,-0.03787733939027457,9431
GroundTruth_GNet,subj07,imagery,A,4,1,higher_visual,0.003004352248080337,9431
GroundTruth_GNet,subj07,imagery,A,5,1,higher_visual,0.002978987274140403,9431
GroundTruth_GNet,subj07,imagery,A,6,1,higher_visual,-0.22844328115622267,9431
GroundTruth_GNet,subj07,imagery,B,1,1,higher_visual,0.05590522737515297,9431
GroundTruth_GNet,subj07,imagery,B,2,1,higher_visual,0.0974847328151411,9431
GroundTruth_GNet,subj07,imagery,B,3,1,higher_visual,0.20053295822553727,9431
GroundTruth_GNet,subj07,imagery,B,4,1,higher_visual,0.1259082132260746,9431
GroundTruth_GNet,subj07,imagery,B,5,1,higher_visual,-0.08685822796087453,9431
GroundTruth_GNet,subj07,imagery,B,6,1,higher_visual,-0.025571212742804078,9431
GroundTruth_GNet,subj07,imagery,A,1,1,visual_cortex,-0.0008861793811421148,12682
GroundTruth_GNet,subj07,imagery,A,2,1,visual_cortex,0.3847057846857739,12682
GroundTruth_GNet,subj07,imagery,A,3,1,visual_cortex,-0.1526385528200495,12682
GroundTruth_GNet,subj07,imagery,A,4,1,visual_cortex,0.11944357227111828,12682
GroundTruth_GNet,subj07,imagery,A,5,1,visual_cortex,-0.010770298723971457,12682
GroundTruth_GNet,subj07,imagery,A,6,1,visual_cortex,-0.27727783401356026,12682
GroundTruth_GNet,subj07,imagery,B,1,1,visual_cortex,0.13729232591103302,12682
GroundTruth_GNet,subj07,imagery,B,2,1,visual_cortex,0.07920791328387049,12682
GroundTruth_GNet,subj07,imagery,B,3,1,visual_cortex,0.17912315119692204,12682
GroundTruth_GNet,subj07,imagery,B,4,1,visual_cortex,0.0579463602030314,12682
GroundTruth_GNet,subj07,imagery,B,5,1,visual_cortex,-0.048862961627275256,12682
GroundTruth_GNet,subj07,imagery,B,6,1,visual_cortex,-0.0414953830773245,12682
