method,subject,task,stimulus_set,target_number,sample,region,brain_correlation,n_voxels
GroundTruth_GNet,subj01,imagery,A,1,1,early_visual,0.352140079512478,4657
GroundTruth_GNet,subj01,imagery,A,2,1,early_visual,0.41245635677251513,4657
GroundTruth_GNet,subj01,imagery,A,3,1,early_visual,0.026277829668064117,4657
GroundTruth_GNet,subj01,imagery,A,4,1,early_visual,0.46184632805034315,4657
GroundTruth_GNet,subj01,imagery,A,5,1,early_visual,-0.2704830101085653,4657
GroundTruth_GNet,subj01,imagery,A,6,1,early_visual,-0.1037315539326628,4657
GroundTruth_GNet,subj01,imagery,B,1,1,early_visual,0.14265100112255114,4657
GroundTruth_GNet,subj01,imagery,B,2,1,early_visual,0.05752611378335395,4657
GroundTruth_GNet,subj01,imagery,B,3,1,early_visual,0.00628058073436792,4657
GroundTruth_GNet,subj01,imagery,B,4,1,early_visual,0.16619001237509562,4657
GroundTruth_GNet,subj01,imagery,B,5,1,early_visual,0.08830336234602482,4657
GroundTruth_GNet,subj01,imagery,B,6,1,early_visual,0.13696295785397877,4657
GroundTruth_GNet,subj01,imagery,A,1,1,higher_visual,0.17455721744236782,11067
GroundTruth_GNet,subj01,imagery,A,2,1,higher_visual,0.08017123906313552,11067
GroundTruth_GNet,subj01,imagery,A,3,1,higher_visual,0.02170968015806341,11067
GroundTruth_GNet,subj01,imagery,A,4,1,higher_visual,0.17161290425252734,11067
GroundTruth_GNet,subj01,imagery,A,5,1,higher_visual,0.06733638224512208,11067
GroundTruth_GNet,subj01,imagery,A,6,1,higher_visual,0.0876918600605125,11067
GroundTruth_GNet,subj01,imagery,B,1,1,higher_visual,0.2646148656137235,11067
GroundTruth_GNet,subj01,imagery,B,2,1,higher_visual,0.20795242631462332,11067
GroundTruth_GNet,subj01,imagery,B,3,1,higher_visual,0.21629499397990307,11067
GroundTruth_GNet,subj01,imagery,B,4,1,higher_visual,0.14140467477864382,11067
GroundTruth_GNet,subj01,imagery,B,5,1,higher_visual,0.2836165822762507,11067
GroundTruth_GNet,subj01,imagery,B,6,1,higher_visual,0.0777251879224893,11067
GroundTruth_GNet,subj01,imagery,A,1,1,visual_cortex,0.1725261611413551,15724
GroundTruth_GNet,subj01,imagery,A,2,1,visual_cortex,0.22915557813010756,15724
GroundTruth_GNet,subj01,imagery,A,3,1,visual_cortex,-0.02474417583582013,15724
GroundTruth_GNet,subj01,imagery,A,4,1,visual_cortex,0.3465560174141611,15724
GroundTruth_GNet,subj01,imagery,A,5,1,visual_cortex,-0.1039628998907945,15724
GroundTruth_GNet,subj01,imagery,A,6,1,visual_cortex,-0.01364948508554889,15724
GroundTruth_GNet,subj01,imagery,B,1,1,visual_cortex,0.2224976724853356,15724
GroundTruth_GNet,subj01,imagery,B,2,1,visual_cortex,0.1301228283597623,15724
GroundTruth_GNet,subj01,imagery,B,3,1,visual_cortex,0.14246114617907837,15724
GroundTruth_GNet,subj01,imagery,B,4,1,visual_cortex,0.14378202535938095,15724
GroundTruth_GNet,subj01,imagery,B,5,1,visual_cortex,0.20807455946297737,15724
GroundTruth_GNet,subj01,imagery,B,6,1,visual_cortex,0.11701877429910061,15724
