voxel,x,y,z,vision_target_correlation,vision_target_r2,vision_tuning_r2,visual_cortex,early_visual,higher_visual,V1,V2,V3,V4,imagery_target_correlation,imagery_target_r2,imagery_tuning_r2,vision_minus_imagery_target_r2,vision_minus_imagery_target_correlation
127,15,19,46,0.04106128873867072,-2.641704585419953,0.0016860294328804872,True,False,True,False,False,False,False,0.09563812728609442,-10.453995245837978,0.009146651390791197,7.812290660418025,-0.05457683854742369
128,15,19,47,0.27024086358091554,-0.43817636508744306,0.073030124348959,True,False,True,False,False,False,False,0.1656738837165629,-2.707483192392338,0.0274478357457292,2.269306827304895,0.10456697986435265
129,15,19,48,-0.09898204979597458,-0.7538857452196355,0.009797446181812792,True,False,True,False,False,False,False,0.2544055684571494,-0.5915869689738136,0.06472219326200533,-0.1622987762458219,-0.353387618253124
130,15,19,49,-0.19049029785887042,-4.97833604569568,0.03628655357836117,True,False,True,False,False,False,False,0.10047099455952734,-1.9642668248448483,0.010094420747780572,-3.0140692208508315,-0.29096129241839774
131,15,20,44,0.04666125250791262,-8.159889233530897,0.002177272485607182,True,False,True,False,False,False,False,-0.19434249501619152,-9.151578075214736,0.037769005369118425,0.991688841683839,0.24100374752410414
132,15,20,45,0.1628310575153729,-2.86171521560973,0.02651395329157468,True,False,True,False,False,False,False,0.09813458400556166,-8.668150948836974,0.009630396577944638,5.806435733227245,0.06469647350981125
133,15,20,46,0.07830905837346795,-1.1455376577551868,0.006132308623339211,True,False,True,False,False,False,False,0.07050437441177052,-4.738287758357421,0.004970866811195121,3.592750100602234,0.007804683961697437
134,15,20,48,0.08183561969938362,-0.8847803601621358,0.006697068651582145,True,False,True,False,False,False,False,-0.1915040009206742,-2.2928585916635957,0.03667378236862559,1.40807823150146,0.27333962062005784
135,15,20,49,0.24387460084894402,-0.9142016306145935,0.059474820939231766,True,False,True,False,False,False,False,0.7044509888966148,0.03618966760487263,0.49625119575741855,-0.9503912982194661,-0.4605763880476708
136,15,20,51,0.2883215085020473,-0.6479415754796387,0.08312929226489613,True,False,True,False,False,False,False,0.11986351712878524,-3.6260731322665896,0.014367262738482591,2.978131556786951,0.16845799137326206
137,15,21,43,0.33608385613308034,-0.762881478868656,0.11295235835328105,True,False,True,False,False,False,False,0.49290020423183356,-0.5701237534779084,0.24295061133178322,-0.19275772539074754,-0.15681634809875322
138,15,21,44,0.14285765408344303,-0.877973435635512,0.020408309330224667,True,False,True,False,False,False,False,0.21621531001683253,-0.7072976966515134,0.046749060285675,-0.17067573898399857,-0.0733576559333895
