subject,phase,roi,pipeline,task,n_voxels,within_mean,between_mean,delta_between_minus_within
3,heldout,higher_visual,task_pooled,imagery,1200,1.1329034600938699,1.027571525585159,-0.10533193450871092
3,heldout,higher_visual,attention_reference,vision,1200,0.8003992144274408,0.7345132720426462,-0.06588594238479462
3,heldout,higher_visual,attention_reference,imagery,1200,0.5134670743458807,0.4611786387318271,-0.05228843561405361
4,heldout,nsdgeneral,raw_glmsingle,vision,1200,0.5125019940336881,0.583819658466279,0.07131766443259091
4,heldout,nsdgeneral,raw_glmsingle,imagery,1200,0.4591266704239932,0.42994385044914957,-0.02918281997484362
4,heldout,nsdgeneral,task_pooled,vision,1200,1.0062907769981233,1.0785047859912928,0.07221400899316954
4,heldout,nsdgeneral,task_pooled,imagery,1200,1.1100847723882057,1.0370433446003782,-0.07304142778782752
4,heldout,nsdgeneral,attention_reference,vision,1200,0.6810681496354601,0.684872515729392,0.0038043660939318658
4,heldout,nsdgeneral,attention_reference,imagery,1200,0.20135982469651034,0.18469840492733486,-0.016661419769175484
4,heldout,early_visual,raw_glmsingle,vision,1200,0.5302886307968508,0.5723121864451911,0.04202355564834026
4,heldout,early_visual,raw_glmsingle,imagery,1200,0.4145394169699305,0.4015684237577148,-0.012970993212215731
4,heldout,early_visual,task_pooled,vision,1200,1.037847641491754,1.0651285335361882,0.02728089204443429
4,heldout,early_visual,task_pooled,imagery,1200,1.0817088625405586,1.048668862020995,-0.033040000519563684
4,heldout,early_visual,attention_reference,vision,1200,0.7423498938101734,0.7251003739715306,-0.017249519838642757
4,heldout,early_visual,attention_reference,imagery,1200,0.1434069478125352,0.13612866817468486,-0.0072782796378503545
4,heldout,higher_visual,raw_glmsingle,vision,1200,0.6208467817782676,0.6199346959880982,-0.0009120857901693258
4,heldout,higher_visual,raw_glmsingle,imagery,1200,0.617247748389793,0.5510552906891523,-0.06619245770064075
4,heldout,higher_visual,task_pooled,vision,1200,1.053428255560117,1.0588973532724697,0.0054690977123526
4,heldout,higher_visual,task_pooled,imagery,1200,1.1268130136436798,1.0299043255155387,-0.09690868812814113
4,heldout,higher_visual,attention_reference,vision,1200,0.7096745923936728,0.6937817942769585,-0.01589279811671429
4,heldout,higher_visual,attention_reference,imagery,1200,0.3619569711616249,0.3263693008900251,-0.035587670271599814
5,heldout,nsdgeneral,raw_glmsingle,vision,1200,0.4547205416790264,0.4878481720108659,0.033127630331839464
5,heldout,nsdgeneral,raw_glmsingle,imagery,1200,0.4352328330424163,0.46327699491347474,0.02804416187105846
5,heldout,nsdgeneral,task_pooled,vision,1200,0.9745554639422908,1.0922842766815555,0.11772881273926472
5,heldout,nsdgeneral,task_pooled,imagery,1200,1.0273708230770002,1.0714328570405443,0.04406203396354402
5,heldout,nsdgeneral,attention_reference,vision,1200,0.6970135838096374,0.7428158150727201,0.04580223126308269
5,heldout,nsdgeneral,attention_reference,imagery,1200,0.27875949184645454,0.2665958839916445,-0.012163607854810021
5,heldout,early_visual,raw_glmsingle,vision,1200,0.4061673286414207,0.44027892587554357,0.03411159723412288
5,heldout,early_visual,raw_glmsingle,imagery,1200,0.4154736250533491,0.4303124093892165,0.014838784335867383
5,heldout,early_visual,task_pooled,vision,1200,0.9641279435145576,1.095562231381464,0.13143428786690636
5,heldout,early_visual,task_pooled,imagery,1200,1.0152472748377441,1.0760367264495274,0.060789451611783285
5,heldout,early_visual,attention_reference,vision,1200,0.7337420250851616,0.8072364277985999,0.07349440271343832
5,heldout,early_visual,attention_reference,imagery,1200,0.2347474602492647,0.22724028710124486,-0.007507173148019852
5,heldout,higher_visual,raw_glmsingle,vision,1200,0.7787591597516282,0.7298569093586023,-0.04890225039302598
5,heldout,higher_visual,raw_glmsingle,imagery,1200,0.6878968444565536,0.6191265734947067,-0.06877027096184696
5,heldout,higher_visual,task_pooled,vision,1200,1.0848896369086383,1.0461418663071318,-0.03874777060150647
5,heldout,higher_visual,task_pooled,imagery,1200,1.102282463098266,1.040272414591123,-0.06201004850714287
5,heldout,higher_visual,attention_reference,vision,1200,0.6914378948792491,0.6593032744064823,-0.03213462047276683
5,heldout,higher_visual,attention_reference,imagery,1200,0.4060370442297513,0.3720521552223644,-0.03398488900738689
6,heldout,nsdgeneral,raw_glmsingle,vision,1200,0.43129710101151947,0.45417576924858766,0.02287866823706819
6,heldout,nsdgeneral,raw_glmsingle,imagery,1200,0.4374402222836498,0.42869657476931244,-0.008743647514337372
6,heldout,nsdgeneral,task_pooled,vision,1200,1.0378246684707935,1.0666061007924568,0.028781432321663303
6,heldout,nsdgeneral,task_pooled,imagery,1200,1.0919028285312726,1.044361943261561,-0.047540885269711675
6,heldout,nsdgeneral,attention_reference,vision,1200,0.7148735767927649,0.6957219130253769,-0.019151663767387972
6,heldout,nsdgeneral,attention_reference,imagery,1200,0.21729749800871553,0.20450196520317404,-0.012795532805541493
6,heldout,early_visual,raw_glmsingle,vision,1200,0.370501654484169,0.3888579148799778,0.018356260395808788
6,heldout,early_visual,raw_glmsingle,imagery,1200,0.2683905345477404,0.27153977389557143,0.003149239347831012
6,heldout,early_visual,task_pooled,vision,1200,1.0390747655342651,1.0619717656650918,0.022897000130826628
6,heldout,early_visual,task_pooled,imagery,1200,1.0719195726786603,1.0518005866857207,-0.020118985992939598
6,heldout,early_visual,attention_reference,vision,1200,0.723473340415703,0.7124711467060395,-0.011002193709663488
6,heldout,early_visual,attention_reference,imagery,1200,0.1419317329048673,0.13834104842266506,-0.0035906844822022332
6,heldout,higher_visual,raw_glmsingle,vision,1200,0.7974215423175324,0.7505678631252818,-0.046853679192250586
6,heldout,higher_visual,raw_glmsingle,imagery,1200,0.6657218345340381,0.5967659914470401,-0.06895584308699798
6,heldout,higher_visual,task_pooled,vision,1200,1.100430879907848,1.040450049687451,-0.05998083022039702
6,heldout,higher_visual,task_pooled,imagery,1200,1.128556003056365,1.029245034283151,-0.0993109687732141
6,heldout,higher_visual,attention_reference,vision,1200,0.8128393865975343,0.7526436936673696,-0.06019569293016469
6,heldout,higher_visual,attention_reference,imagery,1200,0.4425398427717462,0.4000298871423257,-0.042509955629420504
7,heldout,nsdgeneral,raw_glmsingle,vision,1200,0.5159048660741357,0.5543043339755838,0.0383994679014481
7,heldout,nsdgeneral,raw_glmsingle,imagery,1200,0.4546443263422703,0.4247075195263552,-0.029936806815915096
7,heldout,nsdgeneral,task_pooled,vision,1200,1.0006297486279674,1.082233940010432,0.08160419138246455
7,heldout,nsdgeneral,task_pooled,imagery,1200,1.120233960191788,1.0320774232366465,-0.08815653695514136
7,heldout,nsdgeneral,attention_reference,vision,1200,0.777159844964104,0.7915009903509239,0.014341145386819965
7,heldout,nsdgeneral,attention_reference,imagery,1200,0.26789426790787574,0.24458137297930926,-0.023312894928566474
7,heldout,early_visual,raw_glmsingle,vision,1200,0.5100023446519956,0.5535995463994081,0.04359720174741255
7,heldout,early_visual,raw_glmsingle,imagery,1200,0.4642224077313737,0.4426934860691146,-0.021528921662259115
7,heldout,early_visual,task_pooled,vision,1200,0.9795463656973824,1.0881018603012829,0.10855549460390046
7,heldout,early_visual,task_pooled,imagery,1200,1.0955186747857149,1.0419666227998523,-0.05355205198586255
7,heldout,early_visual,attention_reference,vision,1200,0.797431953180608,0.8383726944333371,0.04094074125272906
7,heldout,early_visual,attention_reference,imagery,1200,0.19223305311928673,0.18257804361188748,-0.009655009507399254
7,heldout,higher_visual,raw_glmsingle,vision,1200,0.8241224390467986,0.7751441236577663,-0.0489783153890323
7,heldout,higher_visual,raw_glmsingle,imagery,1200,0.7516692213485366,0.6645269928855384,-0.08714222846299824
7,heldout,higher_visual,task_pooled,vision,1200,1.1004538427880437,1.0394289015655782,-0.06102494122246549
7,heldout,higher_visual,task_pooled,imagery,1200,1.1469214688105918,1.021461867180296,-0.1254596016302958
7,heldout,higher_visual,attention_reference,vision,1200,0.8588020815883132,0.8025648403371964,-0.05623724125111673
7,heldout,higher_visual,attention_reference,imagery,1200,0.5263340938658396,0.46574710128399244,-0.06058699258184719
8,heldout,nsdgeneral,raw_glmsingle,vision,1200,0.5216423319644726,0.5114390547933735,-0.010203277171099145
8,heldout,nsdgeneral,raw_glmsingle,imagery,1200,0.6637832997221124,0.5992881891774304,-0.06449511054468193
8,heldout,nsdgeneral,task_pooled,vision,1200,1.084293811551453,1.0453511974975631,-0.03894261405388999
8,heldout,nsdgeneral,task_pooled,imagery,1200,1.1368184903312775,1.024965899778431,-0.11185259055284646
8,heldout,nsdgeneral,attention_reference,vision,1200,0.8627440612067864,0.8307057293145621,-0.03203833189222427
8,heldout,nsdgeneral,attention_reference,imagery,1200,0.6472822816451774,0.5812115755836803,-0.06607070606149712
8,heldout,early_visual,raw_glmsingle,vision,1200,0.5203889637852029,0.5331804827702612,0.012791518985058259
8,heldout,early_visual,raw_glmsingle,imagery,1200,0.6774592220668422,0.6208272365249009,-0.056631985541941265
8,heldout,early_visual,task_pooled,vision,1200,1.0492765350248865,1.0615726500605087,0.012296115035622224
8,heldout,early_visual,task_pooled,imagery,1200,1.122151512109835,1.0304006085976765,-0.09175090351215864
8,heldout,early_visual,attention_reference,vision,1200,0.8389193155609586,0.8558120028365596,0.016892687275601004
8,heldout,early_visual,attention_reference,imagery,1200,0.5185679271392796,0.46956855427190086,-0.04899937286737871
8,heldout,higher_visual,raw_glmsingle,vision,1200,0.7386325085483634,0.685758774916736,-0.052873733631627395
8,heldout,higher_visual,raw_glmsingle,imagery,1200,0.8426727859640131,0.7414175007712444,-0.10125528519276872
8,heldout,higher_visual,task_pooled,vision,1200,1.1230896508456882,1.0299360876600099,-0.09315356318567836
8,heldout,higher_visual,task_pooled,imagery,1200,1.1478730714245058,1.0206881394874436,-0.12718493193706215
8,heldout,higher_visual,attention_reference,vision,1200,0.9371830352701395,0.858489033283171,-0.07869400198696841
8,heldout,higher_visual,attention_reference,imagery,1200,0.8461801936732538,0.7512124465489891,-0.0949677471242647
